INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070254,3410,Towed,TOWED MOTOR VEHICLE,D14,791,,01-09-2018 11:21,2018,9,Saturday,11,Part Three,MELVIN AVE,42.34446622,-71.14136327,"(42.34446622, -71.14136327)"
I182070253,3301,Verbal Disputes,VERBAL DISPUTE,C6,187,,01-09-2018 10:38,2018,9,Saturday,10,Part Three,BOSTON ST,42.32502384,-71.0592516,"(42.32502384, -71.05925160)"
I182070252,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,503,,01-09-2018 10:40,2018,9,Saturday,10,Part Three,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
I182070251,617,Larceny,LARCENY THEFT FROM BUILDING,E13,575,,01-09-2018 11:04,2018,9,Saturday,11,Part One,WASHINGTON ST,42.31330008,-71.10075998,"(42.31330008, -71.10075998)"
I182070250,3201,Property Lost,PROPERTY - LOST,A1,119,,31-08-2018 23:00,2018,8,Friday,23,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I182070249,3115,Investigate Person,INVESTIGATE PERSON,B3,455,,01-09-2018 10:17,2018,9,Saturday,10,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I182070248,3201,Property Lost,PROPERTY - LOST,A1,111,,01-09-2018 09:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.35397632,-71.06207046,"(42.35397632, -71.06207046)"
I182070247,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,814,,01-09-2018 09:57,2018,9,Saturday,9,Part Three,SEATTLE ST,42.3601566,-71.1249469,"(42.36015660, -71.12494690)"
I182070247,3301,Verbal Disputes,VERBAL DISPUTE,D14,814,,01-09-2018 09:57,2018,9,Saturday,9,Part Three,SEATTLE ST,42.3601566,-71.1249469,"(42.36015660, -71.12494690)"
I182070246,3301,Verbal Disputes,VERBAL DISPUTE,E5,563,,01-09-2018 10:13,2018,9,Saturday,10,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182070245,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,01-09-2018 10:26,2018,9,Saturday,10,Part Three,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I182070244,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,180,,01-09-2018 09:22,2018,9,Saturday,9,Part Three,GERARD ST,42.3276156,-71.07285692,"(42.32761560, -71.07285692)"
I182070243,724,Auto Theft,AUTO THEFT,C6,231,,01-09-2018 10:35,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702,"(42.33235328, -71.03222702)"
I182070242,1402,Vandalism,VANDALISM,C6,208,,31-08-2018 17:00,2018,8,Friday,17,Part Two,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070242,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,208,,31-08-2018 17:00,2018,8,Friday,17,Part One,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070240,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,435,,31-08-2018 03:00,2018,8,Friday,3,Part Two,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I182070239,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,,31-08-2018 16:00,2018,8,Friday,16,Part Three,CLAREMONT PARK,42.34210486,-71.08118057,"(42.34210486, -71.08118057)"
I182070238,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,01-09-2018 08:56,2018,9,Saturday,8,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)"
I182070237,1402,Vandalism,VANDALISM,A15,900,,31-08-2018 16:00,2018,8,Friday,16,Part Two,POLK ST,42.37994025,-71.06060665,"(42.37994025, -71.06060665)"
I182070236,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,311,,01-09-2018 10:15,2018,9,Saturday,10,Part Three,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)"
I182070235,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,542,,01-09-2018 08:05,2018,9,Saturday,8,Part Three,BUSINESS ST,42.25442915,-71.1263254,"(42.25442915, -71.12632540)"
I182070234,613,Larceny,LARCENY SHOPLIFTING,B2,276,,01-09-2018 09:43,2018,9,Saturday,9,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675,"(42.33330171, -71.08181675)"
I182070233,619,Larceny,LARCENY ALL OTHERS,B3,416,,31-08-2018 21:38,2018,8,Friday,21,Part One,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
I182070232,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,201,,31-08-2018 17:00,2018,8,Friday,17,Part One,C ST,42.34039076,-71.05168188,"(42.34039076, -71.05168188)"
I182070230,3001,Medical Assistance,DEATH INVESTIGATION,A15,900,,01-09-2018 05:00,2018,9,Saturday,5,Part Three,POLK ST,42.37994025,-71.06060665,"(42.37994025, -71.06060665)"
I182070229,3410,Towed,TOWED MOTOR VEHICLE,C6,214,,01-09-2018 09:36,2018,9,Saturday,9,Part Three,W FOURTH ST,42.33553188,-71.04769502,"(42.33553188, -71.04769502)"
I182070228,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,,01-09-2018 08:42,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)"
I182070228,3410,Towed,TOWED MOTOR VEHICLE,B2,587,,01-09-2018 08:42,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)"
I182070227,3202,Property Found,PROPERTY - LOST THEN LOCATED,C6,214,,31-08-2018 12:00,2018,8,Friday,12,Part Three,SILVER ST,42.33582335,-71.0472246,"(42.33582335, -71.04722460)"
I182070226,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,95,,01-09-2018 09:00,2018,9,Saturday,9,Part Three,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
I182070225,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,01-09-2018 09:02,2018,9,Saturday,9,Part Three,CAMBRIDGE ST,42.36112829,-71.06618796,"(42.36112829, -71.06618796)"
I182070224,1402,Vandalism,VANDALISM,B2,909,,01-09-2018 09:42,2018,9,Saturday,9,Part Two,WHITTIER ST,42.33380238,-71.08880867,"(42.33380238, -71.08880867)"
I182070222,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,,29-08-2018 16:15,2018,8,Wednesday,16,Part Three,ALLSTON ST,42.34926256,-71.13720324,"(42.34926256, -71.13720324)"
I182070221,1402,Vandalism,VANDALISM,B2,288,,01-09-2018 09:01,2018,9,Saturday,9,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I182070220,3115,Investigate Person,INVESTIGATE PERSON,E5,707,,01-09-2018 08:45,2018,9,Saturday,8,Part Three,WASHINGTON ST,42.26866684,-71.14904534,"(42.26866684, -71.14904534)"
I182070219,3410,Towed,TOWED MOTOR VEHICLE,C11,246,,01-09-2018 08:53,2018,9,Saturday,8,Part Three,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I182070218,3410,Towed,TOWED MOTOR VEHICLE,E13,576,,01-09-2018 07:39,2018,9,Saturday,7,Part Three,BOYLSTON ST,42.31631666,-71.1029721,"(42.31631666, -71.10297210)"
I182070217,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,01-09-2018 07:39,2018,9,Saturday,7,Part Three,LONG AVE,42.34950022,-71.13585122,"(42.34950022, -71.13585122)"
I182070215,724,Auto Theft,AUTO THEFT,C11,364,,31-08-2018 17:45,2018,8,Friday,17,Part One,ADAMS ST,42.2944367,-71.05661774,"(42.29443670, -71.05661774)"
I182070214,3301,Verbal Disputes,VERBAL DISPUTE,E18,495,,01-09-2018 08:27,2018,9,Saturday,8,Part Three,GREENWOOD AVE,42.26546031,-71.12023924,"(42.26546031, -71.12023924)"
I182070213,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,456,,01-09-2018 07:49,2018,9,Saturday,7,Part Two,ERIE ST,42.30272114,-71.07976167,"(42.30272114, -71.07976167)"
I182070212,3115,Investigate Person,INVESTIGATE PERSON,C11,357,,01-09-2018 08:12,2018,9,Saturday,8,Part Three,BLOOMFIELD ST,42.29910777,-71.06829572,"(42.29910777, -71.06829572)"
I182070211,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,759,,31-08-2018 18:30,2018,8,Friday,18,Part One,FANEUIL ST,42.35174138,-71.16591844,"(42.35174138, -71.16591844)"
I182070210,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,01-09-2018 07:21,2018,9,Saturday,7,Part Three,GLENVILLE AVE,42.35048627,-71.13288438,"(42.35048627, -71.13288438)"
I182070209,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,,01-09-2018 08:17,2018,9,Saturday,8,Part Three,WHITFIELD ST,42.2900467,-71.07330004,"(42.29004670, -71.07330004)"
I182070208,619,Larceny,LARCENY ALL OTHERS,D14,779,,01-09-2018 05:15,2018,9,Saturday,5,Part One,MONTCALM AVE,42.35321122,-71.14841124,"(42.35321122, -71.14841124)"
I182070207,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,01-09-2018 07:08,2018,9,Saturday,7,Part Three,PRICE RD,42.34980866,-71.13513832,"(42.34980866, -71.13513832)"
I182070206,724,Auto Theft,AUTO THEFT,B3,463,,01-09-2018 01:00,2018,9,Saturday,1,Part One,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
I182070205,3410,Towed,TOWED MOTOR VEHICLE,C6,224,,01-09-2018 07:41,2018,9,Saturday,7,Part Three,P ST,42.33620256,-71.0271896,"(42.33620256, -71.02718960)"
I182070204,3114,Investigate Property,INVESTIGATE PROPERTY,D14,749,,01-09-2018 08:20,2018,9,Saturday,8,Part Three,BEACON ST,42.333582,-71.166091,"(42.33358200, -71.16609100)"
I182070203,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,01-09-2018 07:00,2018,9,Saturday,7,Part Three,SAINT STEPHEN ST,42.34231311,-71.0869637,"(42.34231311, -71.08696370)"
I182070201,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,01-09-2018 07:03,2018,9,Saturday,7,Part Three,COMMONWEALTH AVE,42.34888872,-71.1335453,"(42.34888872, -71.13354530)"
I182070200,3001,Medical Assistance,DEATH INVESTIGATION,D4,148,,01-09-2018 05:47,2018,9,Saturday,5,Part Three,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)"
I182070197,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,236,,01-09-2018 05:52,2018,9,Saturday,5,Part Three,POND ST,42.31961996,-71.05951046,"(42.31961996, -71.05951046)"
I182070195,3115,Investigate Person,INVESTIGATE PERSON,C6,219,,01-09-2018 06:14,2018,9,Saturday,6,Part Three,OLD HARBOR ST,42.33084376,-71.04740908,"(42.33084376, -71.04740908)"
I182070194,2610,Other,TRESPASSING,C11,356,,01-09-2018 04:46,2018,9,Saturday,4,Part Two,FAULKNER ST,42.29960791,-71.06094616,"(42.29960791, -71.06094616)"
I182070192,724,Auto Theft,AUTO THEFT,B2,182,,01-09-2018 06:23,2018,9,Saturday,6,Part One,NORFOLK AVE,42.32503262,-71.06915744,"(42.32503262, -71.06915744)"
I182070190,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,01-09-2018 05:08,2018,9,Saturday,5,Part Three,S RUSSELL ST,42.36022674,-71.0659773,"(42.36022674, -71.06597730)"
I182070189,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,,01-09-2018 04:47,2018,9,Saturday,4,Part One,CENTRE ST,42.29126463,-71.06811401,"(42.29126463, -71.06811401)"
I182070188,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,951,,01-09-2018 05:19,2018,9,Saturday,5,Part Three,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
I182070187,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,933,,01-09-2018 04:20,2018,9,Saturday,4,Part Three,WASHINGTON ST,42.2841954,-71.07157967,"(42.28419540, -71.07157967)"
I182070186,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,417,,01-09-2018 05:22,2018,9,Saturday,5,Part One,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I182070186,3114,Investigate Property,INVESTIGATE PROPERTY,B3,417,,01-09-2018 05:22,2018,9,Saturday,5,Part Three,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I182070183,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,01-09-2018 04:11,2018,9,Saturday,4,Part Three,VINSON ST,42.29876701,-71.06403634,"(42.29876701, -71.06403634)"
I182070182,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,520,,01-09-2018 04:10,2018,9,Saturday,4,Part Three,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)"
I182070181,1402,Vandalism,VANDALISM,D14,796,,01-09-2018 03:21,2018,9,Saturday,3,Part Two,COMMONWEALTH AVE,42.35067088,-71.12808866,"(42.35067088, -71.12808866)"
I182070179,2629,Harassment,HARASSMENT,B2,181,,01-09-2018 02:45,2018,9,Saturday,2,Part Two,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
I182070178,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,182,,01-09-2018 01:54,2018,9,Saturday,1,Part Two,CLIFTON ST,42.32396791,-71.07117658,"(42.32396791, -71.07117658)"
I182070177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,,01-09-2018 03:05,2018,9,Saturday,3,Part One,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)"
I182070176,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,101,,01-09-2018 03:08,2018,9,Saturday,3,Part Two,MCKINLEY SQ,42.35909289,-71.05327197,"(42.35909289, -71.05327197)"
I182070173,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,308,,01-09-2018 03:20,2018,9,Saturday,3,Part Three,CRESTWOOD PARK,42.31794835,-71.08774652,"(42.31794835, -71.08774652)"
I182070172,619,Larceny,LARCENY ALL OTHERS,A1,117,,01-09-2018 01:52,2018,9,Saturday,1,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182070171,3114,Investigate Property,INVESTIGATE PROPERTY,D4,157,,01-09-2018 03:37,2018,9,Saturday,3,Part Three,SHAWMUT AVE,42.34020839,-71.07371512,"(42.34020839, -71.07371512)"
I182070170,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,01-09-2018 02:06,2018,9,Saturday,2,Part Three,VERRILL ST,42.28164146,-71.08851499,"(42.28164146, -71.08851499)"
I182070169,3115,Investigate Person,INVESTIGATE PERSON,B3,441,,01-09-2018 02:22,2018,9,Saturday,2,Part Three,NIGHTINGALE ST,42.29474312,-71.08503786,"(42.29474312, -71.08503786)"
I182070168,301,Robbery,ROBBERY - STREET,A1,119,,01-09-2018 01:16,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I182070168,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,,01-09-2018 01:16,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I182070167,3115,Investigate Person,INVESTIGATE PERSON,D4,619,,01-09-2018 03:03,2018,9,Saturday,3,Part Three,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)"
I182070166,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,123,,01-09-2018 02:56,2018,9,Saturday,2,Part Two,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I182070165,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,687,,01-09-2018 02:34,2018,9,Saturday,2,Part Three,BELGRADE AVE,42.2862305,-71.13785361,"(42.28623050, -71.13785361)"
I182070164,361,Robbery,ROBBERY - OTHER,, ,,01-09-2018 02:20,2018,9,Saturday,2,Part One,,42.36366522,-71.05838615,"(42.36366522, -71.05838615)"
I182070164,802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,01-09-2018 02:20,2018,9,Saturday,2,Part Two,,42.36366522,-71.05838615,"(42.36366522, -71.05838615)"
I182070163,3114,Investigate Property,INVESTIGATE PROPERTY,B2,309,,01-09-2018 02:24,2018,9,Saturday,2,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182070162,2403,Disorderly Conduct,DISTURBING THE PEACE,B3,441,,01-09-2018 02:22,2018,9,Saturday,2,Part Two,NIGHTINGALE ST,42.29474312,-71.08503786,"(42.29474312, -71.08503786)"
I182070161,619,Larceny,LARCENY ALL OTHERS,D14,796,,01-09-2018 01:55,2018,9,Saturday,1,Part One,BRIGHTON AVE,42.35245899,-71.12805084,"(42.35245899, -71.12805084)"
I182070160,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,,01-09-2018 02:24,2018,9,Saturday,2,Part Three,COMMONWEALTH AVE,42.35063798,-71.11265909,"(42.35063798, -71.11265909)"
I182070159,3114,Investigate Property,INVESTIGATE PROPERTY,C11,352,,01-09-2018 01:33,2018,9,Saturday,1,Part Three,GENEVA AVE,42.2997969,-71.06533457,"(42.29979690, -71.06533457)"
I182070157,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,378,,01-09-2018 00:06,2018,9,Saturday,0,Part Three,COFFEY ST,42.28888647,-71.04944044,"(42.28888647, -71.04944044)"
I182070156,3301,Verbal Disputes,VERBAL DISPUTE,C11,381,,01-09-2018 01:49,2018,9,Saturday,1,Part Three,HALLET ST,42.28520026,-71.04674098,"(42.28520026, -71.04674098)"
I182070155,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A1,121,,01-09-2018 02:23,2018,9,Saturday,2,Part Two,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I182070154,1402,Vandalism,VANDALISM,D4,138,,01-09-2018 00:51,2018,9,Saturday,0,Part Two,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
I182070153,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,606,,01-09-2018 01:52,2018,9,Saturday,1,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429,"(42.32955246, -71.11112429)"
I182070153,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,606,,01-09-2018 01:52,2018,9,Saturday,1,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429,"(42.32955246, -71.11112429)"
I182070152,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,901,,01-09-2018 01:32,2018,9,Saturday,1,Part Two,TURQUOISE WAY,42.33426744,-71.09713457,"(42.33426744, -71.09713457)"
I182070151,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,752,,01-09-2018 01:26,2018,9,Saturday,1,Part Three,LAKE ST,42.3467305,-71.16186432,"(42.34673050, -71.16186432)"
I182070149,3115,Investigate Person,INVESTIGATE PERSON,E18,496,,01-09-2018 00:15,2018,9,Saturday,0,Part Three,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I182070148,1846,Drug Violation,DRUGS - POSS CLASS E,, ,,01-09-2018 00:40,2018,9,Saturday,0,Part Two,,42.32492305,-71.09825252,"(42.32492305, -71.09825252)"
I182070148,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,01-09-2018 00:40,2018,9,Saturday,0,Part Two,,42.32492305,-71.09825252,"(42.32492305, -71.09825252)"
I182070148,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,, ,,01-09-2018 00:40,2018,9,Saturday,0,Part Two,,42.32492305,-71.09825252,"(42.32492305, -71.09825252)"
I182070147,3410,Towed,TOWED MOTOR VEHICLE,B3,458,,01-09-2018 00:10,2018,9,Saturday,0,Part Three,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I182070146,3001,Medical Assistance,DEATH INVESTIGATION,B2,605,,01-09-2018 00:21,2018,9,Saturday,0,Part Three,PARKER HILL AVE,42.33267994,-71.109579,"(42.33267994, -71.10957900)"
I182070144,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,339,,01-09-2018 00:16,2018,9,Saturday,0,Part Three,GLOVER PL,42.30862267,-71.05993172,"(42.30862267, -71.05993172)"
I182070143,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,01-09-2018 00:22,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766,-71.03560198,"(42.37766000, -71.03560198)"
I182070143,2629,Harassment,HARASSMENT,A7,23,,01-09-2018 00:22,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766,-71.03560198,"(42.37766000, -71.03560198)"
I182070142,619,Larceny,LARCENY ALL OTHERS,A1,103,,31-08-2018 00:54,2018,8,Friday,0,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182070141,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,597,,31-08-2018 20:30,2018,8,Friday,20,Part One,COLUMBUS AVE,42.33961848,-71.0828558,"(42.33961848, -71.08285580)"
I182070140,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,352,,31-08-2018 23:52,2018,8,Friday,23,Part One,ARCADIA ST,42.30170996,-71.06174506,"(42.30170996, -71.06174506)"
I182070139,3301,Verbal Disputes,VERBAL DISPUTE,E13,912,,31-08-2018 23:22,2018,8,Friday,23,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182070138,1402,Vandalism,VANDALISM,A15,900,,31-08-2018 22:39,2018,8,Friday,22,Part Two,COREY ST,42.3787592,-71.05598086,"(42.37875920, -71.05598086)"
I182070137,1402,Vandalism,VANDALISM,D14,796,,31-08-2018 23:20,2018,8,Friday,23,Part Two,FORDHAM RD,42.35154653,-71.12789558,"(42.35154653, -71.12789558)"
I182070136,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,611,,31-08-2018 16:00,2018,8,Friday,16,Part Three,MISSION PARK DR,42.33407624,-71.10842653,"(42.33407624, -71.10842653)"
I182070135,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,31-08-2018 23:16,2018,8,Friday,23,Part Two,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
I182070134,802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,31-08-2018 23:22,2018,8,Friday,23,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070134,2647,Other,THREATS TO DO BODILY HARM,, ,,31-08-2018 23:22,2018,8,Friday,23,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070132,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,297,,31-08-2018 23:34,2018,8,Friday,23,Part Three,FENNO ST,42.32262111,-71.08431097,"(42.32262111, -71.08431097)"
I182070131,3301,Verbal Disputes,VERBAL DISPUTE,B2,320,,31-08-2018 23:18,2018,8,Friday,23,Part Three,GEORGIA ST,42.31068153,-71.08619442,"(42.31068153, -71.08619442)"
I182070130,3202,Property Found,PROPERTY - LOST THEN LOCATED,D4,172,,31-08-2018 21:50,2018,8,Friday,21,Part Three,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
I182070128,2629,Harassment,HARASSMENT,A7,22,,31-08-2018 23:06,2018,8,Friday,23,Part Two,HAVRE ST,42.37622688,-71.03439728,"(42.37622688, -71.03439728)"
I182070127,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,29,,31-08-2018 23:14,2018,8,Friday,23,Part Two,SUMNER ST,42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
I182070126,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,216,,31-08-2018 22:24,2018,8,Friday,22,Part Three,W NINTH ST,42.33450412,-71.05411735,"(42.33450412, -71.05411735)"
I182070125,3301,Verbal Disputes,VERBAL DISPUTE,B3,435,,31-08-2018 22:35,2018,8,Friday,22,Part Three,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182070124,613,Larceny,LARCENY SHOPLIFTING,E5,691,,31-08-2018 22:49,2018,8,Friday,22,Part One,CENTRE ST,42.28747035,-71.1515984,"(42.28747035, -71.15159840)"
I182070123,619,Larceny,LARCENY ALL OTHERS,A1,94,,31-08-2018 21:00,2018,8,Friday,21,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070122,3016,Medical Assistance,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH,E13,657,,31-08-2018 22:20,2018,8,Friday,22,Part Three,CENTRE ST,42.30098889,-71.12708146,"(42.30098889, -71.12708146)"
I182070121,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,346,,31-08-2018 22:20,2018,8,Friday,22,Part Three,BENTHAM RD,42.30342529,-71.06311874,"(42.30342529, -71.06311874)"
I182070120,619,Larceny,LARCENY ALL OTHERS,D4,135,,31-08-2018 15:30,2018,8,Friday,15,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
